cnt,OPENDATA_ID,GNG_CS,FD_CS,BZ_NM,TLNO,MBZ_HR,SEAT_CNT,PKPL,HP,PSB_FRN,BKN_YN,INFN_FCL,BRFT_YN,DSSRT_YN,MNU,SMPL_DESC,SBW,BUS,GU,addr_clean,lat,lon,SEAT_CNT_NUM,ROOM_CNT,PKPL_NUM
173,179,대구광역시 중구 대봉동 18-8,한식,로타리식당,053-256-7983,12:00 ~ 22:00,40석(룸7),4,없음,기타 (),가능,불가능,불가능,가능,"추어탕 10,000원 <br />솔잎돼지고기 35,000원 <br />미꾸라지튀김 35,000원<br />",[로타리식당]은 옛날 추어탕을 맛볼 수 있는 업소로 할머니가 전통 추어탕 그대로 조리하여 인기를 모으는 집입니다.<br /><br />,지하철 2호선 경대병원역 3번 출구 약 340m,버스 정류장은 청구타운 건너 정류장이 가장 가깝습니다.,중구,대구광역시 중구 대봉동 18-8,35.8586783,128.603013,40,7,0
174,178,대구광역시 중구 계산동1가 70-5,한식,동아전복,053-255-1235,10:00 ~ 20:30 (16:00~17:00 브레이크타임),60석,3대,없음,기타 (),가능,불가능,불가능,가능,"전복죽 17,000원<br />전복회덮밥 25,000원<br />전복구이(1kg) 160,000원<br />",싱싱한 전복죽이 별미로 한번 맛본 손님은 다시 찾게 된다.,지하철 2호선 반월당역 18번 출구 약 350m,버스 정류장은 곽병원건너 정류장이 가장 가깝습니다.,중구,대구광역시 중구 계산동1가 70-5,35.86901,128.58615,60,0,3
175,176,대구광역시 중구 공평동 16-21,한식,대하닭갈비,053-427-3331,11:00 ~ 22:00 (16:00~17:00 브레이크타임),22석,주변유료주차,없음,영어 기타 (),가능,불가능,불가능,가능,"닭갈비 12,000원 <br />막국수 7,000원 <br />볶음밥 2,500원<br />","이곳 대표님은 춘천에서 닭갈비 관련 일을 하시다가 대구로 내려 오셨습니다.<br /> 20년 동안의 노하우를 바탕으로 언제나 신선한 재료와 소스를 사용하여 항상 최고의 맛을 내왔고, 특히 소스는 누구도 흉내낼수 없는 대하만의 자랑이라고 하시네요.",지하철 1호선 중앙로역 2번 출구 약 500m,버스 정류장은 2.28기념중앙공원앞 정류장이 가장 가깝습니다.,중구,대구광역시 중구 공평동 16-21,35.87032,128.59819,22,0,1
176,174,대구광역시 중구 동산동 180-20,한식,대동면옥,053-255-4450,11:30 ~ 20:30,100석,유료주차장,없음,기타 (),전화 요망,불가능,불가능,가능,"평양물냉면 10,000원 <br />함흥비빔냉면 10,000원 <br />한우갈비탕 15,000 <br />수육 30,000원<br />",55년 내력이 있는 집이다. 대구를 대표하는 냉면전문점으로 변함없는 사랑을 받고 있다. 처음방문하는 사람은 업소를 찾기도 어렵다. 차도 들어가지 못하는 좁은 골목이 30년 전통을 말해 주고 있다.<br />먹기 전에 나오는 뜨거운 육수의 맛이 각별하다.<br />,지하철 1호선 중앙로역 4번 출구 약 980m,버스 정류장은 섬유회관건너2 정류장이 가장 가깝습니다.,중구,대구광역시 중구 동산동 180-20,35.86824,128.58471,100,0,1
177,173,대구광역시 중구 향촌동 74-5,한식,녹양,053-257-1796,12:00 ~ 23:00,30석,주차불가,없음,기타 (),가능,불가능,불가능,불가능,"생고기 40,000 ~ 60,000원 <br />모듬스페샬 80,000원 <br />곱창전골 40,000 ~ 60,000원","[녹양]은 1973년 부터 46년 이상 영업하고 있는 오래된 음식점입니다. 생고기, 육회가 대구의 향토음식으로 자리매김하는데 노력하였다.한우 생고기만을 취급하고 있으며, 장류는 영업자가 직접 제조하여 녹양만의 비법을 자랑하고 있다.",지하철 1호선 중앙로역 4번 출구 약 110m,버스 정류장은 경상감영공원건너 정류장이 가장 가깝습니다.,중구,대구광역시 중구 향촌동 74-5,35.8736,128.5937,30,0,1
178,171,대구광역시 중구 향촌동 74-7,한식,너구리,053-427-9292,10:00 ~ 22:00,60석,주차불가,없음,일본어 기타 (),가능,불가능,불가능,가능,"육회 20,000~30,000원 <br />한우뭉티기 30,000원 <br />국수 2,000원<br />",최초영업자(정재인)는 현영업자(조인수)의 장인으로 6.25전쟁 이후 60년 초부터 영업을 시작하여 현재는 사위(조인수)가 대를 이어 47년째 영업하고 있습니다. <br /><br /><br /><br />※ 위 업체는 레스토랑 평가서 블루리본 서베이에서 추천한 업체입니다.<br /><br /><br />,지하철 1호선 중앙로역 4번 출구 약 70m,버스 정류장은 경상감영공원건너 정류장이 가장 가깝습니다.,중구,대구광역시 중구 향촌동 74-7,35.8736,128.5937,60,0,1
179,167,대구광역시 중구 동산동 106-1,한식,국일생갈비,053-254-5115,11:30 ~ 21:30,160석(룸9),50(국제유료주차장2시간무료이용),www.gugilgalbi.co.kr,영어 일본어 중국어 기타 (),가능,불가능,불가능,가능,"한우생갈비 32,000원 <br />한우특생갈비 45,000원<br />한우안창살 38,000원<br />",[국일생갈비]는 40년째 1등급 한우만을 고집한 갈비 명가로 한우 생갈비 전문점입니다.,지하철 3호선 서문시장역 1번 출구 약 290m,버스 정류장은 섬유회관앞 정류장이 가장 가깝습니다.,중구,대구광역시 중구 동산동 106-1,35.86824,128.58471,160,9,1
180,166,대구광역시 중구 전동 7-1,한식,국일따로국밥,053-253-7623,24시간,150석(룸1),건물뒤유료주차장,없음,영어 기타 (),가능,불가능,가능,가능,"특따로국밥(국수) 12,000원<br />따로국밥 10,000원<br />따로국수 10,000원<br />","1946년 [국일따로국밥]의 창업자인 서동술 할아버지, 김이순 할머니가 옛날부터 전해 내려오는 쇠고기 국밥을 조리해 왔고, 대구 따로국밥의 원조 기술을 전수받아 딸(최영자)에게 대를 이어 운영하고 있습니다.",지하철 1호선 중앙로역 4번 출구 약 180m,버스 정류장은 약령시앞 정류장이 가장 가깝습니다.,중구,대구광역시 중구 전동 7-1,35.87105,128.59269,150,1,1
181,165,대구광역시 중구 포정동 52-2,한식,교동따로식당,053-254-8923,24시간,60석,주변유료주차장,없음,기타 (),가능,불가능,가능,가능,"따로국밥 10,000원 <br />선지술국 12,000원 <br />소머리수육 26,000원<br />",한우사골을 엄선하여 10시간 이상 고아낸 국물을 우려낸 후 매일 매일 들어오는 신선한 야채와 선지를 함께 조리하여 한국인 특히 경상도 분들의 입맛에 맞는 대구 대표 음식이다.,지하철 1호선 중앙로역 4번 출구 약 250m,버스 정류장은 만경관앞 정류장이 가장 가깝습니다.,중구,대구광역시 중구 포정동 52-2,35.87171,128.59269,60,0,1
182,164,대구광역시 중구 삼덕동1가 21-25,한식,개정 본점,053-424-7050,11:00 ~ 21:30,130,주차장없음.주변유료주차장이용,없음,영어 기타 (),가능,불가능,불가능,가능,"물냉면/비빔냉면 12,000원 <br />전주비빔밥 12,000원 <br />전주특육회비빔밥 14,000원 <br />치즈돌솥비빔밥 15,000원<br />육회 30,000원<br />","대구에서 한식으로 명성을 떨치고 있는 개정은 전주비빔밥, 돌솥밥, 냉면등이 유명한 곳입니다. <br /><br />","지하철 1호선 중앙로역 2번 출구 약 600m이며, 도보로 약 5분 거리.",버스 정류장은 삼덕성당앞 정류장이 가장 가깝습니다.,중구,대구광역시 중구 삼덕동1가 21-25,35.86596,128.59744,0,0,0
1,1893,대구광역시 동구 율하동 1420,한식,일사이공(1420),053-961-1888,16:00 ~ 23:00,102석(룸3개),6대,없음,가능한 외국어가 없습니다.,,불가능,불가능,가능,"한돈 왕갈비(180g) 10,900원<br />양념LA갈비(180g) 12,900원<br />양념왕구이(180g) 7,900원<br />항정덧살(180g) 8,900원<br />갈비살(180g) 12,900원<br />","일사이공 은 대한민국 LA갈비 맛집 중 하나로, 진짜 LA갈비만을 고집하는 프리미엄 돼지고기 전문점입니다.",지하철 1호선 율하역 4번 출구 도보로 약 959m 거리.,버스 정류장은 율하휴먼시아6단지건너 정류장이 가장 가깝습니다.,동구,대구광역시 동구 율하동 1420,35.86652,128.69071,102,3,6
2,1892,대구광역시 동구 검사동 1024-29,한식,더부자백숙 본점,053-984-3332,10:00 ~ 21:00,54석(룸3개),4대,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"능이삼계탕 19,000원<br />표고삼계탕 18,000원<br />옻삼계탕 18,000원<br />능이오리백숙 90,000원<br />능이닭백숙 90,000원<br />",더 부자백숙 본점은 삼계탕 백숙 등의 보양식 전문점으로 건강하고 정직한 한 끼를 전하는 음식점입니다.,동촌역 1번 출구에서 도보로 약 301m 거리.,버스 정류장은 동촌해성아파트건너 정류장이 가장 가깝습니다.,동구,대구광역시 동구 검사동 1024-29,35.89596,128.6647,54,3,4
3,1891,대구광역시 동구 효목동 1023-2,한식,소통,053-939-9595,11:30 ~ 23:00,120석(룸1),12대,없음,가능한 외국어가 없습니다.,,불가능,불가능,가능,"한우 안창살 (100g) 39,000원<br />한우 특갈비살 (100g) 35,000원<br />한우 갈비살 (100g) 25,000원<br />한우 등심 (100g) 21,000원<br /><br />",소통 은 100% 한우만 취급하는 숙성한우 전문 고깃집입니다.,지하철 1호선 동촌역 2번 출구에서 도보로 약 879m 거리.,버스 정류장은 아양아트센터건너 정류장이 가장 가깝습니다.,동구,대구광역시 동구 효목동 1023-2,35.8814761,128.6437167,120,1,12
4,1887,대구광역시 동구 효목동 337,디저트/베이커리,파파쉐프,053-756-9060,08:00 ~ 21:30,7석,상가주차장,없음,가능한 외국어가 없습니다.,,불가능,불가능,불가능,"소금빵 2,800원<br />피자빵 4,100원<br />아몬드바게트 5,300원<br />롱소세지 4,200원<br />고로케 2,300원",파파쉐프 는 ‘당일 생산·당일 판매’ 원칙 하에 빵의 신선함을 최우선으로 하는 정통 베이커리입니다.,주변에 지하철역이 없습니다.,버스 정류장은 태왕메트로시티앞 정류장이 가장 가깝습니다.,동구,대구광역시 동구 효목동 337,35.8814761,128.6437167,7,0,1
5,1886,대구광역시 동구 신암동 130-27,디저트/베이커리,베이킹25,053-953-0078,08:00 ~ 20:30,24석,3대,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"레몬케이크 2,700원 <br />프리미엄도넛 3,000원 <br />흥국찰빵 4,800원<br />생망고케이크 27,000원 <br />에그머니소금빵 3,800원","베이킹25 는 제과기능장 출신의 정통 제빵 기술이 깃든 베이커리 카페로, 특허받은 글루텐 분해 유산균을 활용해 소화가 잘 되는 건강한 빵을 당일 생산·당일 판매하는 곳입니다.",지하철 1호선 동구청역 4번 출구에서 약 673m 거리,버스 정류장은 국립신암선열공원앞 정류장이 가장 가깝습니다.,동구,대구광역시 동구 신암동 130-27,35.88399,128.62359,24,0,3
6,1876,대구광역시 동구 신천동 283-4,한식,신천불향쭈꾸미&amp;코다리냉면,053-745-0338,11:00 ~ 22:00,100석,15대,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"불향 쭈꾸미 24,000원 ~ 46,000원<br />코다리조림 30,000원 ~ 52,000원 <br />사골동치미 물냉면 10,000원 <br />코다리(비빔)냉면 11,000원 <br />불향쭈꾸미 세트(1인) 13,000원 ~","신천불쭈꾸미&amp;코다리냉면 은 매콤한 쭈꾸미 요리와 깊은 맛의 코다리찜, 시원한 냉면을 주력으로 선보이는 전문 음식점입니다.",지하철은 1호선 신천역 6번 출구에서 도보로 약 404m 거리.,버스 정류장은 대구신문사 정류장이 가장 가깝습니다.,동구,대구광역시 동구 신천동 283-4,35.87257,128.62181,100,0,15
7,1875,대구광역시 동구 각산동 1084,한식,초례담,053-716-1084,11:30 ~ 21:30,200석(룸15),36대,없음,영어 ,가능,불가능,불가능,가능,"점심특선(평일) 18,500원 <br />보리굴비 반상 31,000원<br />초례담 코스 47,000원 <br />초례담 스페셜코스 67,000원 <br />초례담 프리미엄코스 88,000원",초례담 은 전통의 깊이와 현대적인 감각을 조화롭게 담아낸 한정식 전문점입니다.,주변에 가까운 지하철역이 없습니다.,버스 정류장은 나불지건너 정류장이 가장 가깝습니다.,동구,대구광역시 동구 각산동 1084,35.8839617,128.7160585,200,15,36
8,1835,대구광역시 동구 중대동 529,한식,원조어탕 팔공산점,053-981-5299,09:00 ~ 20:00,166석(룸4),30대,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"어탕손수제비 11,000원 <br />어탕칼국수 11,000원 <br />어탕만두국 11,000원 <br />수제흑돼지돈까스 11,000원<br />",원조어탕 팔공산점은 20년 넘는 전통을 자랑하는 유통단지 본점의 오리지널 맛을 그대로 담은 어탕 전문점입니다.,주변에 가까운 지하철이 없습니다.,버스 정류장은 한걸마을건너 정류장이 가장 가깝습니다.,동구,대구광역시 동구 중대동 529,35.9879784,128.6331257,166,4,30
9,1833,대구광역시 동구 용수동 59-14,전통차/커피전문점,올라오니,053-982-0103,11:00 ~ 22:00,150석,30대,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"크룽지 4,500원<br />팔공산 케이크 8,030원 <br />허니브레드 6,500원 ~ 8,000원 <br />하겐다즈 아이스크림 7,000원 <br />돌체라떼 6,000원","팔공산 카페 올라오니 는 재료 본연의 맛이 돋보이는 커피와 음료, 디저트를 즐길 수 있는 카페입니다.",주변에 지하철역이 없습니다.,버스 정류장은 동화시설집단지구(종점) 정류장이 가장 가깝습니다.,동구,대구광역시 동구 용수동 59-14,35.99123,128.68344,150,0,30
10,1825,대구광역시 동구 신암동 597-13,한식,대구궁전통닭,053-941-9871,10:00 ~ 24:00,44석,공영주차장유료,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"모듬똥집 17,000원 <br />똥집(누드/마늘/볶음) 14,000원 <br />순살찜닭(야채/간장) 24,000원 <br />치킨 1마리 18,000원 <br />닭발(볶음/튀김) 14,000원","대구궁전통닭은 평화시장닭똥집골목 내 위치한 똥집, 찜닭, 치킨 등의 닭요리 전문점입니다.",지하철은 1호선 동대구역 3번 출구에서 도보로 약 1300m 거리.,버스 정류장은 평화시장(닭똥집골목)앞 정류장이 가장 가깝습니다.,동구,대구광역시 동구 신암동 597-13,35.88399,128.62359,44,0,1
11,1821,대구광역시 동구 신암동 766,한식,신산홍,053-944-5650,17:00 ~ 23:00,40석,"가게앞2대,공영주차장(유료)",없음,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"양념닭목살(130g) 10,000원 <br />갈비양념닭목살(130g)  10,000원 <br />양념아나고(130g)  12,000원 <br />양념곰장어(150g)  11,000원 <br />돼지꼬리 한접시(400g) 30,000원 <br />이베리코배받이살(400g) 35,000원 <br />","신산홍은 양념 숯불 석쇠구이를 전문으로 하는 음식점입니다. 이곳에서는 닭목살, 돼지꼬리, 갈매기살 등의 다양한 구이 메뉴를 즐길 수 있습니다. 블루리본서베이 연속선정(21년~25년)<br />",주변에 가까운 지하철역이 없습니다.,버스 정류장은 평화시장(닭똥집골목)앞 정류장이 가장 가깝습니다.,동구,대구광역시 동구 신암동 766,35.88399,128.62359,40,0,2
12,1820,대구광역시 동구 미곡동 288,한식,팔공은가비,053-983-8886,11:30 ~ 21:00,100석(룸4),30대,0539838886.modoo.at/,영어 ,가능,불가능,불가능,가능,"토종닭볶음탕 59,000원 <br />오리불고기 한마리 60,000원 <br />능이한방토종닭백숙 73,000원 <br />능이한방오리백숙 79,000원 <br />은가비전 13,000원<br />","팔공은가비는 품질 좋은 한방재료와 팔공산의 신선한 토종닭, 오리를 활용하여 정성스럽게 조리한 한식당입니다",주변에 가까운 지하철역이 없습니다.<br />,버스 정류장은 중심마을1 정류장이 가장 가깝습니다.,동구,대구광역시 동구 미곡동 288,35.96778,128.68492,100,4,30
